"";"Constituency.ID";"Constituency.Name";"State.ID";"State.Name"
"515";"22";"Jadavpur";"S25";"West Bengal"
"516";"23";"Kolkata Dakshin";"S25";"West Bengal"
"517";"24";"Kolkata Uttar";"S25";"West Bengal"
"518";"25";"Howrah";"S25";"West Bengal"
"519";"26";"Uluberia";"S25";"West Bengal"
"520";"27";"Srerampur";"S25";"West Bengal"
"521";"28";"Hooghly";"S25";"West Bengal"
"522";"29";"Arambagh";"S25";"West Bengal"
"523";"3";"Jalpaiguri";"S25";"West Bengal"
"524";"30";"Tamluk";"S25";"West Bengal"
"525";"31";"Kanthi";"S25";"West Bengal"
"526";"32";"Ghatal";"S25";"West Bengal"
"527";"33";"Jhargram";"S25";"West Bengal"
"528";"34";"Medinipur";"S25";"West Bengal"
"529";"35";"Purulia";"S25";"West Bengal"
"530";"36";"Bankura";"S25";"West Bengal"
"531";"37";"Bishnupur";"S25";"West Bengal"
"532";"38";"Bardhaman Purba";"S25";"West Bengal"
"533";"39";"Bardhaman Durgapur";"S25";"West Bengal"
"534";"4";"Darjeeling";"S25";"West Bengal"
"535";"40";"Asansol";"S25";"West Bengal"
"536";"41";"Bolpur";"S25";"West Bengal"
"537";"42";"Birbhum";"S25";"West Bengal"
"538";"5";"Raiganj";"S25";"West Bengal"
"539";"6";"Balurghat";"S25";"West Bengal"
"540";"7";"Maldaha Uttar";"S25";"West Bengal"
"541";"8";"Maldaha Dakshin";"S25";"West Bengal"
"542";"9";"Jangipur";"S25";"West Bengal"
